match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,elapsed_seconds,p1_score_num,p2_score_num,score_diff,total_points_won_diff,games_diff,sets_diff,is_server_p1,serve_no_binary,is_break_point,is_game_point,p1_winners_total,p2_winners_total,p1_errors_total,p2_errors_total,p1_win_rate_5,p2_win_rate_5,p1_game_wins_3,point_in_match,total_points_in_match,match_progress,next_point_victor,target,target_3points
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:25,1,5,29,0,0,2,2,15,0,1,1,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,129.0,C,NCTL,ND,1105.0,1,0,1,1,0,0,1,1,False,False,5,6,3,2,0.4,0.6,2.0,29,300,0.09666666666666666,1.0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:50,1,5,30,0,0,2,2,30,0,1,1,1,16,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3,110.0,BC,NCTL,ND,1130.0,2,0,2,2,0,0,1,1,False,False,5,6,3,2,0.6,0.4,1.0,30,300,0.1,2.0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:19:20,1,5,31,0,0,2,2,40,0,1,2,2,16,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2,113.0,BC,NCTL,ND,1160.0,3,0,3,1,0,0,1,0,False,True,5,6,4,2,0.6,0.4,1.0,31,300,0.10333333333333333,2.0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:03,1,5,32,0,0,2,2,40,15,1,2,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,104.0,BC,NCTL,D,1203.0,3,1,2,0,0,0,1,0,False,True,5,6,4,2,0.6,0.4,1.0,32,300,0.10666666666666667,2.0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:55,1,5,33,0,0,2,2,40,30,1,1,2,16,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2,111.0,B,CTL,D,1255.0,3,2,1,-1,0,0,1,1,False,True,5,6,5,2,0.4,0.6,1.0,33,300,0.11,1.0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:21:27,1,5,34,0,0,2,2,40,40,1,2,1,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5,97.0,C,CTL,D,1287.0,3,3,0,0,0,0,1,0,False,False,5,6,5,2,0.4,0.6,1.0,34,300,0.11333333333333333,1.0,1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:22:19,1,5,35,0,0,2,2,AD,40,1,1,1,18,17,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1,114.0,C,NCTL,D,1339.0,4,3,1,1,0,0,1,1,False,True,5,6,5,2,0.4,0.6,2.0,35,300,0.11666666666666667,2.0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:22,1,6,36,0,0,3,2,0,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,110.0,W,CTL,ND,1462.0,0,0,0,0,1,0,0,1,False,False,5,6,5,2,0.4,0.6,2.0,36,300,0.12,1.0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:53,1,6,37,0,0,3,2,0,15,2,2,1,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6,90.0,BW,NCTL,ND,1493.0,0,1,-1,1,1,0,0,0,False,False,5,6,5,3,0.6,0.4,2.0,37,300,0.12333333333333334,2.0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:05,1,6,38,0,0,3,2,15,15,2,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,125.0,C,NCTL,D,1565.0,1,1,0,0,1,0,0,1,False,False,5,6,5,3,0.6,0.4,2.0,38,300,0.12666666666666668,2.0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:30,1,6,39,0,0,3,2,15,30,2,1,2,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,127.0,B,NCTL,ND,1590.0,1,2,-1,-1,1,0,0,1,False,False,5,6,5,3,0.4,0.6,2.0,39,300,0.13,2.0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:56,1,6,40,0,0,3,2,15,40,2,2,2,19,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,111.0,BW,NCTL,ND,1616.0,1,3,-2,-2,1,0,0,0,False,True,5,6,5,3,0.2,0.8,2.0,40,300,0.13333333333333333,1.0,1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:27:42,1,7,41,0,0,3,3,0,0,1,2,1,20,21,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9,107.0,BW,NCTL,ND,1662.0,0,0,0,-1,0,0,1,0,False,False,6,6,5,3,0.4,0.6,2.0,41,300,0.13666666666666666,1.0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:28:37,1,7,42,0,0,3,3,15,0,1,1,1,21,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3,120.0,C,NCTL,ND,1717.0,1,0,1,0,0,0,1,1,False,False,6,6,5,4,0.4,0.6,2.0,42,300,0.14,1.0,1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:06,1,7,43,0,0,3,3,30,0,1,1,1,22,21,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3,115.0,W,CTL,ND,1746.0,2,0,2,1,0,0,1,1,False,False,7,6,5,4,0.6,0.4,1.0,43,300,0.14333333333333334,2.0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:32,1,7,44,0,0,3,3,40,0,1,2,2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,104.0,BW,NCTL,D,1772.0,3,0,3,0,0,0,1,0,False,True,7,6,5,4,0.6,0.4,1.0,44,300,0.14666666666666667,1.0,1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:30:17,1,7,45,0,0,3,3,40,15,1,2,1,23,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5,101.0,B,NCTL,D,1817.0,3,1,2,1,0,0,1,0,False,True,7,6,5,4,0.8,0.19999999999999996,2.0,45,300,0.15,2.0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:34,1,8,46,0,0,4,3,0,0,2,1,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,132.0,C,CTL,D,1954.0,0,0,0,0,1,0,0,1,False,False,7,6,5,4,0.6,0.4,2.0,46,300,0.15333333333333332,1.0,1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:57,1,8,47,0,0,4,3,0,15,2,2,1,24,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.929,0.93,0,132.0,W,CTL,ND,1977.0,0,1,-1,1,1,0,0,0,False,False,7,6,5,5,0.6,0.4,2.0,47,300,0.15666666666666668,2.0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:33,1,8,48,0,0,4,3,15,15,2,1,2,24,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,130.0,C,CTL,ND,2013.0,1,1,0,0,1,0,0,1,False,False,7,7,5,5,0.4,0.6,2.0,48,300,0.16,1.0,1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:58,1,8,49,0,0,4,3,15,30,2,2,1,25,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,101.0,BW,NCTL,D,2038.0,1,2,-1,1,1,0,0,0,False,False,7,7,5,6,0.6,0.4,2.0,49,300,0.16333333333333333,1.0,1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:34:46,1,8,50,0,0,4,3,30,30,2,2,1,26,24,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16,106.0,B,NCTL,D,2086.0,2,2,0,2,1,0,0,0,False,False,8,7,5,6,0.6,0.4,2.0,50,300,0.16666666666666666,1.0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:36:02,1,8,51,0,0,4,3,40,30,2,2,1,27,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6,106.0,B,NCTL,ND,2162.0,3,2,1,3,1,0,0,0,True,True,8,7,5,7,0.8,0.19999999999999996,3.0,51,300,0.17,1.0,1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:18,1,9,52,0,0,5,3,0,0,1,1,1,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,115.0,BW,NCTL,D,2238.0,0,0,0,4,2,0,1,1,False,False,8,7,5,7,0.8,0.19999999999999996,3.0,52,300,0.17333333333333334,2.0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:44,1,9,53,0,0,5,3,15,0,1,2,2,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,100.0,BW,NCTL,D,2264.0,1,0,1,3,2,0,1,0,False,False,8,7,5,7,0.8,0.19999999999999996,3.0,53,300,0.17666666666666667,1.0,1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:26,1,9,54,0,0,5,3,15,15,1,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,122.0,BC,NCTL,D,2306.0,1,1,0,4,2,0,1,1,False,False,8,7,5,7,0.8,0.19999999999999996,3.0,54,300,0.18,2.0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:54,1,9,55,0,0,5,3,30,15,1,1,2,29,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,115.0,C,NCTL,ND,2334.0,2,1,1,3,2,0,1,1,False,False,8,7,5,7,0.6,0.4,2.0,55,300,0.18333333333333332,1.0,1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:39:29,1,9,56,0,0,5,3,30,30,1,1,1,30,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,129.0,C,NCTL,ND,2369.0,2,2,0,4,2,0,1,1,False,False,8,7,5,7,0.6,0.4,2.0,56,300,0.18666666666666668,2.0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:01,1,9,57,0,0,5,3,40,30,1,1,2,30,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,113.0,BW,NCTL,ND,2401.0,3,2,1,3,2,0,1,1,False,True,8,7,6,7,0.4,0.6,2.0,57,300,0.19,1.0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:33,1,9,58,0,0,5,3,40,40,1,1,1,31,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,114.0,BW,NCTL,D,2433.0,3,3,0,4,2,0,1,1,False,False,8,7,6,7,0.6,0.4,2.0,58,300,0.19333333333333333,2.0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:41:23,1,9,59,0,0,5,3,AD,40,1,2,2,31,28,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4,88.0,BW,NCTL,ND,2483.0,4,3,1,3,2,0,1,0,False,True,8,8,6,7,0.4,0.6,2.0,59,300,0.19666666666666666,2.0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:42:31,1,9,60,0,0,5,3,40,40,1,1,2,31,29,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.882,23.411,6,123.0,BC,NCTL,D,2551.0,3,3,0,2,2,0,1,1,False,False,8,9,6,7,0.4,0.6,2.0,60,300,0.2,1.0,1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:18,1,9,61,0,0,5,3,40,AD,1,1,1,32,29,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.705,28.259,7,121.0,BC,NCTL,ND,2598.0,3,4,-1,3,2,0,1,1,True,True,9,9,6,7,0.4,0.6,2.0,61,300,0.20333333333333334,1.0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:59,1,9,62,0,0,5,3,40,40,1,1,1,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1,130.0,C,NCTL,ND,2639.0,3,3,0,4,2,0,1,1,False,False,9,9,6,7,0.6,0.4,2.0,62,300,0.20666666666666667,1.0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:44:29,1,9,63,0,0,5,3,AD,40,1,1,1,34,29,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,16.592,19.606,3,132.0,BW,NCTL,ND,2669.0,4,3,1,5,2,0,1,1,False,True,9,9,6,8,0.6,0.4,3.0,63,300,0.21,2.0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:04,2,1,64,1,0,0,0,0,0,2,1,2,34,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621,0.843,1,123.0,C,NCTL,ND,2824.0,0,0,0,4,0,1,0,1,False,False,9,10,6,8,0.6,0.4,3.0,64,300,0.21333333333333335,2.0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:27,2,1,65,1,0,0,0,0,15,2,1,2,34,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0.864,1,117.0,C,NCTL,ND,2847.0,0,1,-1,3,0,1,0,1,False,False,9,11,6,8,0.6,0.4,2.0,65,300,0.21666666666666667,2.0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:52,2,1,66,1,0,0,0,0,30,2,1,2,34,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.619,3.818,1,123.0,B,NCTL,ND,2872.0,0,2,-2,2,0,1,0,1,False,False,9,11,6,8,0.4,0.6,2.0,66,300,0.22,2.0,0,1
